dpi	animal	observation	score
160	430	abnormal pelvic elevation: high	0.0
160	430	abnormal pelvic elevation: low	1.0
160	430	abnormal posture	1.0
160	430	abnormal tail elevation	0.0
160	430	ataxia	1.0
160	430	bladder	1.0
160	430	blank stare	1.0
160	430	circling	1.0
160	430	clasping  front and back legs	0.0
160	430	clasping back legs	0.0
160	430	clasping front legs	0.0
160	430	convulsions	0.0
160	430	dehydrated	0.0
160	430	delayed hot plate response >5sec	0.0
160	430	doesn't reach for bar	1.0
160	430	doesn't see bar	0.0
160	430	head tilt	0.0
160	430	head-bobbing	0.0
160	430	hunched	0.0
160	430	increased vocalization	0.0
160	430	kyphosis	0.0
160	430	lacks balance on edge of cage	1.0
160	430	lacks righting reflex	1.0
160	430	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
160	430	lethargic	0.0
160	430	moribund	0.0
160	430	neophobia (freezing)	2.0
160	430	no balance on bar	2.0
160	430	no bite reflex	2.0
160	430	no leg resistance	1.0
160	430	no reaction to toe pinch	0.0
160	430	paralysis	0.0
160	430	tail suspension: poor or no splay	2.0
160	430	weak grip: bar (fall only)	2.0
160	430	weak grip: grid, forelimb	2.0
160	430	weak grip: hindlimb hang	0.0
160	431	abnormal activity level: slow	2
160	431	abnormal gait	0
160	431	abnormal landing from drop	0
160	431	abnormal pelvic elevation: high	0
160	431	abnormal pelvic elevation: low	0
160	431	abnormal posture	0
160	431	abnormal tail elevation	0
160	431	ataxia	0
160	431	bladder	0
160	431	blank stare	0
160	431	circling	0
160	431	clasping  front and back legs	0
160	431	clasping back legs	0
160	431	clasping front legs	0
160	431	convulsions	0
160	431	dehydrated	0
160	431	delayed hot plate response >5sec	0
160	431	doesn't reach for bar	1
160	431	doesn't see bar	0
160	431	head tilt	0
160	431	head-bobbing	0
160	431	hunched	0
160	431	increased vocalization	0
160	431	kyphosis	0
160	431	lacks balance on edge of cage	0
160	431	lacks righting reflex	1
160	431	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
160	431	lethargic	0
160	431	moribund	0
160	431	neophobia (freezing)	0
160	431	no balance on bar	2
160	431	no bite reflex	0
160	431	no leg resistance	0
160	431	no reaction to toe pinch	0
160	431	paralysis	0
160	431	tail suspension: poor or no splay	2
160	431	weak grip: bar (fall only)	2
160	431	weak grip: grid, forelimb	2
160	431	weak grip: hindlimb hang	0
160	432	abnormal activity level: slow	2.0
160	432	abnormal gait	0.0
160	432	abnormal landing from drop	0.0
160	432	abnormal pelvic elevation: high	1.0
160	432	abnormal pelvic elevation: low	0.0
160	432	abnormal posture	1.0
160	432	abnormal tail elevation	0.0
160	432	ataxia	0.0
160	432	bladder	2.0
160	432	blank stare	1.0
160	432	circling	0.0
160	432	clasping  front and back legs	0.0
160	432	clasping back legs	0.0
160	432	clasping front legs	0.0
160	432	convulsions	0.0
160	432	dehydrated	0.0
160	432	delayed hot plate response >5sec	0.0
160	432	doesn't reach for bar	1.0
160	432	doesn't see bar	0.0
160	432	head tilt	0.0
160	432	head-bobbing	0.0
160	432	hunched	0.0
160	432	increased vocalization	0.0
160	432	kyphosis	2.0
160	432	lacks balance on edge of cage	1.0
160	432	lacks righting reflex	1.0
160	432	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
160	432	lethargic	0.0
160	432	moribund	0.0
160	432	neophobia (freezing)	2.0
160	432	no balance on bar	2.0
160	432	no bite reflex	2.0
160	432	no leg resistance	1.0
160	432	no reaction to toe pinch	0.0
160	432	paralysis	0.0
160	432	tail suspension: poor or no splay	1.0
160	432	weak grip: bar (fall only)	2.0
160	432	weak grip: grid, forelimb	2.0
160	432	weak grip: hindlimb hang	1.0
160	433	abnormal activity level: slow	2
160	433	abnormal gait	1
160	433	abnormal landing from drop	1
160	433	abnormal pelvic elevation: high	1
160	433	abnormal pelvic elevation: low	0
160	433	abnormal posture	0
160	433	abnormal tail elevation	0
160	433	ataxia	0
160	433	bladder	2
160	433	blank stare	1
160	433	circling	0
160	433	clasping  front and back legs	0
160	433	clasping back legs	0
160	433	clasping front legs	0
160	433	convulsions	0
160	433	dehydrated	0
160	433	delayed hot plate response >5sec	0
160	433	doesn't reach for bar	0
160	433	doesn't see bar	0
160	433	head tilt	0
160	433	head-bobbing	0
160	433	hunched	0
160	433	increased vocalization	0
160	433	kyphosis	0
160	433	lacks balance on edge of cage	0
160	433	lacks righting reflex	0
160	433	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
160	433	lethargic	0
160	433	moribund	0
160	433	neophobia (freezing)	0
160	433	no balance on bar	2
160	433	no bite reflex	0
160	433	no leg resistance	0
160	433	no reaction to toe pinch	0
160	433	paralysis	0
160	433	tail suspension: poor or no splay	2
160	433	weak grip: bar (fall only)	2
160	433	weak grip: grid, forelimb	1
160	433	weak grip: hindlimb hang	1
160	434	abnormal activity level: slow	2
160	434	abnormal gait	0
160	434	abnormal landing from drop	0
160	434	abnormal pelvic elevation: high	1
160	434	abnormal pelvic elevation: low	0
160	434	abnormal posture	0
160	434	abnormal tail elevation	0
160	434	ataxia	0
160	434	bladder	1
160	434	blank stare	0
160	434	circling	0
160	434	clasping  front and back legs	0
160	434	clasping back legs	0
160	434	clasping front legs	0
160	434	convulsions	0
160	434	dehydrated	0
160	434	delayed hot plate response >5sec	0
160	434	doesn't reach for bar	1
160	434	doesn't see bar	0
160	434	head tilt	0
160	434	head-bobbing	0
160	434	hunched	0
160	434	increased vocalization	0
160	434	kyphosis	0
160	434	lacks balance on edge of cage	0
160	434	lacks righting reflex	0
160	434	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
160	434	lethargic	0
160	434	moribund	0
160	434	neophobia (freezing)	0
160	434	no balance on bar	1
160	434	no bite reflex	2
160	434	no leg resistance	1
160	434	no reaction to toe pinch	0
160	434	paralysis	0
160	434	tail suspension: poor or no splay	2
160	434	weak grip: bar (fall only)	0
160	434	weak grip: grid, forelimb	2
160	434	weak grip: hindlimb hang	0
160	437	abnormal activity level: slow	2.0
160	437	abnormal gait	1.0
160	437	abnormal landing from drop	0.0
160	437	abnormal pelvic elevation: high	1.0
160	437	abnormal pelvic elevation: low	0.0
160	437	abnormal posture	0.0
160	437	abnormal tail elevation	0.0
160	437	ataxia	0.0
160	437	bladder	0.0
160	437	blank stare	0.0
160	437	circling	0.0
160	437	clasping  front and back legs	0.0
160	437	clasping back legs	0.0
160	437	clasping front legs	0.0
160	437	convulsions	0.0
160	437	dehydrated	0.0
160	437	delayed hot plate response >5sec	0.0
160	437	doesn't reach for bar	1.0
160	437	doesn't see bar	0.0
160	437	head tilt	0.0
160	437	head-bobbing	0.0
160	437	hunched	0.0
160	437	increased vocalization	0.0
160	437	kyphosis	0.0
160	437	lacks balance on edge of cage	1.0
160	437	lacks righting reflex	0.0
160	437	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
160	437	lethargic	0.0
160	437	moribund	0.0
160	437	neophobia (freezing)	2.0
160	437	no balance on bar	2.0
160	437	no bite reflex	2.0
160	437	no leg resistance	1.0
160	437	no reaction to toe pinch	0.0
160	437	paralysis	0.0
160	437	tail suspension: poor or no splay	2.0
160	437	weak grip: bar (fall only)	2.0
160	437	weak grip: grid, forelimb	1.0
160	437	weak grip: hindlimb hang	0.0
160	439	abnormal activity level: slow	2.0
160	439	abnormal gait	1.0
160	439	abnormal landing from drop	0.0
160	439	abnormal pelvic elevation: high	0.0
160	439	abnormal pelvic elevation: low	0.0
160	439	abnormal posture	1.0
160	439	abnormal tail elevation	0.0
160	439	ataxia	0.0
160	439	bladder	1.0
160	439	blank stare	1.0
160	439	circling	0.0
160	439	clasping  front and back legs	0.0
160	439	clasping back legs	0.0
160	439	clasping front legs	0.0
160	439	convulsions	0.0
160	439	dehydrated	1.0
160	439	delayed hot plate response >5sec	0.0
160	439	doesn't reach for bar	1.0
160	439	doesn't see bar	0.0
160	439	head tilt	0.0
160	439	head-bobbing	0.0
160	439	hunched	1.0
160	439	increased vocalization	0.0
160	439	kyphosis	1.0
160	439	lacks balance on edge of cage	1.0
160	439	lacks righting reflex	0.0
160	439	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
160	439	lethargic	0.0
160	439	moribund	0.0
160	439	neophobia (freezing)	2.0
160	439	no balance on bar	2.0
160	439	no bite reflex	0.0
160	439	no leg resistance	0.0
160	439	no reaction to toe pinch	1.0
160	439	paralysis	0.0
160	439	tail suspension: poor or no splay	1.0
160	439	weak grip: bar (fall only)	2.0
160	439	weak grip: grid, forelimb	2.0
160	439	weak grip: hindlimb hang	1.0
160	440	abnormal activity level: slow	2
160	440	abnormal gait	0
160	440	abnormal landing from drop	0
160	440	abnormal pelvic elevation: high	0
160	440	abnormal pelvic elevation: low	0
160	440	abnormal posture	0
160	440	abnormal tail elevation	0
160	440	ataxia	0
160	440	bladder	1
160	440	blank stare	1
160	440	circling	0
160	440	clasping  front and back legs	0
160	440	clasping back legs	0
160	440	clasping front legs	0
160	440	convulsions	0
160	440	dehydrated	0
160	440	delayed hot plate response >5sec	0
160	440	doesn't reach for bar	1
160	440	doesn't see bar	0
160	440	head tilt	0
160	440	head-bobbing	0
160	440	hunched	1
160	440	increased vocalization	0
160	440	kyphosis	2
160	440	lacks balance on edge of cage	0
160	440	lacks righting reflex	1
160	440	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
160	440	lethargic	0
160	440	moribund	0
160	440	neophobia (freezing)	2
160	440	no balance on bar	2
160	440	no bite reflex	2
160	440	no leg resistance	1
160	440	no reaction to toe pinch	0
160	440	paralysis	0
160	440	tail suspension: poor or no splay	1
160	440	weak grip: bar (fall only)	2
160	440	weak grip: grid, forelimb	1
160	440	weak grip: hindlimb hang	0
160	442	abnormal activity level: slow	0
160	442	abnormal gait	0
160	442	abnormal landing from drop	0
160	442	abnormal pelvic elevation: high	0
160	442	abnormal pelvic elevation: low	0
160	442	abnormal posture	0
160	442	abnormal tail elevation	0
160	442	ataxia	0
160	442	bladder	1
160	442	blank stare	0
160	442	circling	0
160	442	clasping  front and back legs	0
160	442	clasping back legs	0
160	442	clasping front legs	0
160	442	convulsions	0
160	442	dehydrated	0
160	442	delayed hot plate response >5sec	0
160	442	doesn't reach for bar	0
160	442	doesn't see bar	0
160	442	head tilt	0
160	442	head-bobbing	0
160	442	hunched	0
160	442	increased vocalization	0
160	442	kyphosis	0
160	442	lacks balance on edge of cage	0
160	442	lacks righting reflex	0
160	442	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
160	442	lethargic	0
160	442	moribund	0
160	442	neophobia (freezing)	0
160	442	no balance on bar	0
160	442	no bite reflex	2
160	442	no leg resistance	0
160	442	no reaction to toe pinch	2
160	442	paralysis	0
160	442	tail suspension: poor or no splay	0
160	442	weak grip: bar (fall only)	2
160	442	weak grip: grid, forelimb	1
160	442	weak grip: hindlimb hang	0
169	400	abnormal activity level: excited	0.0
169	400	abnormal activity level: slow	0.0
169	400	abnormal gait	0.0
169	400	abnormal landing from drop	0.0
169	400	abnormal pelvic elevation: high	0.0
169	400	abnormal pelvic elevation: low	0.0
169	400	abnormal posture	0.0
169	400	abnormal tail elevation	0.0
169	400	ataxia	0.0
169	400	bladder	1.0
169	400	blank stare	0.0
169	400	circling	0.0
169	400	clasping  front and back legs	0.0
169	400	clasping back legs	0.0
169	400	clasping front legs	0.0
169	400	convulsions	0.0
169	400	dehydrated	0.0
169	400	delayed hot plate response >5sec	0.0
169	400	doesn't reach for bar	0.0
169	400	doesn't see bar	0.0
169	400	head tilt	0.0
169	400	head-bobbing	0.0
169	400	hunched	0.0
169	400	increased vocalization	0.0
169	400	kyphosis	0.0
169	400	lacks balance on edge of cage	0.0
169	400	lacks righting reflex	0.0
169	400	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
169	400	lethargic	0.0
169	400	moribund	0.0
169	400	neophobia (freezing)	0.0
169	400	no balance on bar	0.0
169	400	no bite reflex	2.0
169	400	no leg resistance	0.0
169	400	no reaction to toe pinch	0.0
169	400	paralysis	0.0
169	400	tail suspension: poor or no splay	0.0
169	400	weak grip: bar (fall only)	2.0
169	400	weak grip: grid, forelimb	0.0
169	400	weak grip: hindlimb hang	0.0
169	401	abnormal activity level: excited	0
169	401	abnormal activity level: slow	0
169	401	abnormal gait	0
169	401	abnormal landing from drop	0
169	401	abnormal pelvic elevation: high	0
169	401	abnormal pelvic elevation: low	0
169	401	abnormal posture	0
169	401	abnormal tail elevation	0
169	401	ataxia	0
169	401	bladder	0
169	401	blank stare	0
169	401	circling	0
169	401	clasping  front and back legs	0
169	401	clasping back legs	0
169	401	clasping front legs	0
169	401	convulsions	0
169	401	dehydrated	0
169	401	delayed hot plate response >5sec	0
169	401	doesn't reach for bar	0
169	401	doesn't see bar	0
169	401	head tilt	0
169	401	head-bobbing	0
169	401	hunched	0
169	401	increased vocalization	0
169	401	kyphosis	0
169	401	lacks balance on edge of cage	0
169	401	lacks righting reflex	0
169	401	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	401	lethargic	0
169	401	moribund	0
169	401	neophobia (freezing)	0
169	401	no balance on bar	0
169	401	no bite reflex	2
169	401	no leg resistance	1
169	401	no reaction to toe pinch	0
169	401	paralysis	0
169	401	tail suspension: poor or no splay	0
169	401	weak grip: bar (fall only)	0
169	401	weak grip: grid, forelimb	0
169	401	weak grip: hindlimb hang	0
169	402	abnormal activity level: excited	0
169	402	abnormal activity level: slow	0
169	402	abnormal gait	0
169	402	abnormal landing from drop	0
169	402	abnormal pelvic elevation: high	0
169	402	abnormal pelvic elevation: low	0
169	402	abnormal posture	0
169	402	abnormal tail elevation	0
169	402	ataxia	0
169	402	bladder	0
169	402	blank stare	0
169	402	circling	0
169	402	clasping  front and back legs	0
169	402	clasping back legs	2
169	402	clasping front legs	0
169	402	convulsions	0
169	402	dehydrated	0
169	402	delayed hot plate response >5sec	0
169	402	doesn't reach for bar	0
169	402	doesn't see bar	0
169	402	head tilt	0
169	402	head-bobbing	0
169	402	hunched	0
169	402	increased vocalization	0
169	402	kyphosis	0
169	402	lacks balance on edge of cage	0
169	402	lacks righting reflex	0
169	402	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	402	lethargic	0
169	402	moribund	0
169	402	neophobia (freezing)	0
169	402	no balance on bar	0
169	402	no bite reflex	2
169	402	no leg resistance	0
169	402	no reaction to toe pinch	0
169	402	paralysis	0
169	402	tail suspension: poor or no splay	0
169	402	weak grip: bar (fall only)	2
169	402	weak grip: grid, forelimb	1
169	402	weak grip: hindlimb hang	0
169	403	abnormal activity level: excited	0
169	403	abnormal activity level: slow	0
169	403	abnormal gait	0
169	403	abnormal landing from drop	0
169	403	abnormal pelvic elevation: high	0
169	403	abnormal pelvic elevation: low	0
169	403	abnormal posture	0
169	403	abnormal tail elevation	0
169	403	ataxia	0
169	403	bladder	0
169	403	blank stare	0
169	403	circling	0
169	403	clasping  front and back legs	0
169	403	clasping back legs	0
169	403	clasping front legs	0
169	403	convulsions	0
169	403	dehydrated	0
169	403	delayed hot plate response >5sec	0
169	403	doesn't reach for bar	0
169	403	doesn't see bar	0
169	403	head tilt	0
169	403	head-bobbing	0
169	403	hunched	0
169	403	increased vocalization	0
169	403	kyphosis	0
169	403	lacks balance on edge of cage	0
169	403	lacks righting reflex	0
169	403	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	403	lethargic	0
169	403	moribund	0
169	403	neophobia (freezing)	0
169	403	no balance on bar	0
169	403	no bite reflex	2
169	403	no leg resistance	0
169	403	no reaction to toe pinch	0
169	403	paralysis	0
169	403	tail suspension: poor or no splay	0
169	403	weak grip: bar (fall only)	0
169	403	weak grip: grid, forelimb	0
169	403	weak grip: hindlimb hang	0
169	404	abnormal activity level: excited	0
169	404	abnormal activity level: slow	0
169	404	abnormal gait	0
169	404	abnormal landing from drop	0
169	404	abnormal pelvic elevation: high	0
169	404	abnormal pelvic elevation: low	0
169	404	abnormal posture	0
169	404	abnormal tail elevation	0
169	404	ataxia	0
169	404	bladder	0
169	404	blank stare	0
169	404	circling	0
169	404	clasping  front and back legs	0
169	404	clasping back legs	0
169	404	clasping front legs	0
169	404	convulsions	0
169	404	dehydrated	0
169	404	delayed hot plate response >5sec	0
169	404	doesn't reach for bar	0
169	404	doesn't see bar	0
169	404	head tilt	0
169	404	head-bobbing	0
169	404	hunched	0
169	404	increased vocalization	0
169	404	kyphosis	0
169	404	lacks balance on edge of cage	0
169	404	lacks righting reflex	0
169	404	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	404	lethargic	0
169	404	moribund	0
169	404	neophobia (freezing)	0
169	404	no balance on bar	0
169	404	no bite reflex	0
169	404	no leg resistance	0
169	404	no reaction to toe pinch	0
169	404	paralysis	0
169	404	tail suspension: poor or no splay	0
169	404	weak grip: bar (fall only)	2
169	404	weak grip: grid, forelimb	0
169	404	weak grip: hindlimb hang	0
169	405	abnormal activity level: excited	0.0
169	405	abnormal activity level: slow	0.0
169	405	abnormal gait	0.0
169	405	abnormal landing from drop	1.0
169	405	abnormal pelvic elevation: high	0.0
169	405	abnormal pelvic elevation: low	0.0
169	405	abnormal posture	0.0
169	405	abnormal tail elevation	0.0
169	405	ataxia	0.0
169	405	bladder	0.0
169	405	blank stare	0.0
169	405	circling	0.0
169	405	clasping  front and back legs	2.0
169	405	clasping back legs	2.0
169	405	clasping front legs	0.0
169	405	convulsions	0.0
169	405	dehydrated	0.0
169	405	delayed hot plate response >5sec	0.0
169	405	doesn't reach for bar	0.0
169	405	doesn't see bar	0.0
169	405	head tilt	0.0
169	405	head-bobbing	0.0
169	405	hunched	0.0
169	405	increased vocalization	0.0
169	405	kyphosis	0.0
169	405	lacks balance on edge of cage	0.0
169	405	lacks righting reflex	0.0
169	405	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
169	405	lethargic	0.0
169	405	moribund	0.0
169	405	neophobia (freezing)	0.0
169	405	no balance on bar	0.0
169	405	no bite reflex	0.0
169	405	no leg resistance	0.0
169	405	no reaction to toe pinch	0.0
169	405	paralysis	0.0
169	405	tail suspension: poor or no splay	0.0
169	405	weak grip: bar (fall only)	2.0
169	405	weak grip: grid, forelimb	0.0
169	405	weak grip: hindlimb hang	0.0
169	406	abnormal activity level: excited	0
169	406	abnormal activity level: slow	0
169	406	abnormal gait	0
169	406	abnormal landing from drop	1
169	406	abnormal pelvic elevation: high	0
169	406	abnormal pelvic elevation: low	0
169	406	abnormal posture	0
169	406	abnormal tail elevation	0
169	406	ataxia	0
169	406	bladder	1
169	406	blank stare	0
169	406	circling	0
169	406	clasping  front and back legs	0
169	406	clasping back legs	0
169	406	clasping front legs	0
169	406	convulsions	0
169	406	dehydrated	0
169	406	delayed hot plate response >5sec	0
169	406	doesn't reach for bar	0
169	406	doesn't see bar	0
169	406	head tilt	0
169	406	head-bobbing	0
169	406	hunched	0
169	406	increased vocalization	0
169	406	kyphosis	0
169	406	lacks balance on edge of cage	0
169	406	lacks righting reflex	0
169	406	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	406	lethargic	0
169	406	moribund	0
169	406	neophobia (freezing)	0
169	406	no balance on bar	0
169	406	no bite reflex	0
169	406	no leg resistance	1
169	406	no reaction to toe pinch	0
169	406	paralysis	0
169	406	tail suspension: poor or no splay	0
169	406	weak grip: bar (fall only)	0
169	406	weak grip: grid, forelimb	0
169	406	weak grip: hindlimb hang	0
169	407	abnormal activity level: excited	0
169	407	abnormal activity level: slow	0
169	407	abnormal gait	0
169	407	abnormal landing from drop	0
169	407	abnormal pelvic elevation: high	0
169	407	abnormal pelvic elevation: low	0
169	407	abnormal posture	0
169	407	abnormal tail elevation	0
169	407	ataxia	0
169	407	bladder	2
169	407	blank stare	0
169	407	circling	0
169	407	clasping  front and back legs	0
169	407	clasping back legs	0
169	407	clasping front legs	0
169	407	convulsions	0
169	407	dehydrated	0
169	407	delayed hot plate response >5sec	0
169	407	doesn't reach for bar	0
169	407	doesn't see bar	0
169	407	head tilt	0
169	407	head-bobbing	0
169	407	hunched	0
169	407	increased vocalization	0
169	407	kyphosis	0
169	407	lacks balance on edge of cage	0
169	407	lacks righting reflex	0
169	407	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	407	lethargic	0
169	407	moribund	0
169	407	neophobia (freezing)	2
169	407	no balance on bar	0
169	407	no bite reflex	2
169	407	no leg resistance	0
169	407	no reaction to toe pinch	0
169	407	paralysis	0
169	407	tail suspension: poor or no splay	0
169	407	weak grip: bar (fall only)	0
169	407	weak grip: grid, forelimb	0
169	407	weak grip: hindlimb hang	0
169	409	abnormal activity level: excited	0
169	409	abnormal activity level: slow	0
169	409	abnormal gait	0
169	409	abnormal landing from drop	1
169	409	abnormal pelvic elevation: high	0
169	409	abnormal pelvic elevation: low	0
169	409	abnormal posture	0
169	409	abnormal tail elevation	0
169	409	ataxia	0
169	409	bladder	0
169	409	blank stare	0
169	409	circling	0
169	409	clasping  front and back legs	0
169	409	clasping back legs	0
169	409	clasping front legs	0
169	409	convulsions	0
169	409	dehydrated	0
169	409	delayed hot plate response >5sec	0
169	409	doesn't reach for bar	0
169	409	doesn't see bar	0
169	409	head tilt	0
169	409	head-bobbing	0
169	409	hunched	0
169	409	increased vocalization	0
169	409	kyphosis	0
169	409	lacks balance on edge of cage	0
169	409	lacks righting reflex	0
169	409	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	409	lethargic	0
169	409	moribund	0
169	409	neophobia (freezing)	0
169	409	no balance on bar	0
169	409	no bite reflex	2
169	409	no leg resistance	0
169	409	no reaction to toe pinch	0
169	409	paralysis	0
169	409	tail suspension: poor or no splay	0
169	409	weak grip: bar (fall only)	2
169	409	weak grip: grid, forelimb	0
169	409	weak grip: hindlimb hang	0
169	410	abnormal activity level: excited	0
169	410	abnormal activity level: slow	0
169	410	abnormal gait	0
169	410	abnormal landing from drop	0
169	410	abnormal pelvic elevation: high	0
169	410	abnormal pelvic elevation: low	0
169	410	abnormal posture	0
169	410	abnormal tail elevation	0
169	410	ataxia	0
169	410	bladder	1
169	410	blank stare	0
169	410	circling	1
169	410	clasping  front and back legs	0
169	410	clasping back legs	0
169	410	clasping front legs	0
169	410	convulsions	0
169	410	dehydrated	0
169	410	delayed hot plate response >5sec	0
169	410	doesn't reach for bar	0
169	410	doesn't see bar	0
169	410	head tilt	0
169	410	head-bobbing	0
169	410	hunched	0
169	410	increased vocalization	0
169	410	kyphosis	0
169	410	lacks balance on edge of cage	0
169	410	lacks righting reflex	0
169	410	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	410	lethargic	0
169	410	moribund	0
169	410	neophobia (freezing)	0
169	410	no balance on bar	1
169	410	no bite reflex	0
169	410	no leg resistance	0
169	410	no reaction to toe pinch	0
169	410	paralysis	0
169	410	tail suspension: poor or no splay	0
169	410	weak grip: bar (fall only)	0
169	410	weak grip: grid, forelimb	1
169	410	weak grip: hindlimb hang	0
169	433	abnormal activity level: excited	0
169	433	abnormal activity level: slow	0
169	433	abnormal gait	0
169	433	abnormal landing from drop	0
169	433	abnormal pelvic elevation: high	0
169	433	abnormal pelvic elevation: low	0
169	433	abnormal posture	1
169	433	abnormal tail elevation	0
169	433	ataxia	0
169	433	bladder	1
169	433	blank stare	0
169	433	circling	1
169	433	clasping  front and back legs	0
169	433	clasping back legs	0
169	433	clasping front legs	0
169	433	convulsions	0
169	433	dehydrated	0
169	433	delayed hot plate response >5sec	0
169	433	doesn't reach for bar	1
169	433	doesn't see bar	0
169	433	head tilt	0
169	433	head-bobbing	0
169	433	hunched	0
169	433	increased vocalization	0
169	433	kyphosis	0
169	433	lacks balance on edge of cage	0
169	433	lacks righting reflex	1
169	433	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
169	433	lethargic	1
169	433	moribund	0
169	433	neophobia (freezing)	2
169	433	no balance on bar	2
169	433	no bite reflex	2
169	433	no leg resistance	0
169	433	no reaction to toe pinch	0
169	433	paralysis	0
169	433	tail suspension: poor or no splay	1
169	433	weak grip: bar (fall only)	2
169	433	weak grip: grid, forelimb	2
169	433	weak grip: hindlimb hang	2
169	442	abnormal activity level: excited	2.0
169	442	abnormal activity level: slow	0.0
169	442	abnormal gait	1.0
169	442	abnormal landing from drop	1.0
169	442	abnormal pelvic elevation: high	0.0
169	442	abnormal pelvic elevation: low	1.0
169	442	abnormal posture	0.0
169	442	abnormal tail elevation	0.0
169	442	ataxia	0.0
169	442	bladder	0.0
169	442	blank stare	0.0
169	442	circling	0.0
169	442	clasping  front and back legs	0.0
169	442	clasping back legs	0.0
169	442	clasping front legs	2.0
169	442	convulsions	0.0
169	442	dehydrated	0.0
169	442	delayed hot plate response >5sec	0.0
169	442	doesn't reach for bar	0.0
169	442	doesn't see bar	0.0
169	442	head tilt	0.0
169	442	head-bobbing	0.0
169	442	hunched	0.0
169	442	increased vocalization	0.0
169	442	kyphosis	0.0
169	442	lacks balance on edge of cage	1.0
169	442	lacks righting reflex	0.0
169	442	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
169	442	lethargic	0.0
169	442	moribund	0.0
169	442	neophobia (freezing)	0.0
169	442	no balance on bar	2.0
169	442	no bite reflex	0.0
169	442	no leg resistance	1.0
169	442	no reaction to toe pinch	0.0
169	442	paralysis	0.0
169	442	tail suspension: poor or no splay	2.0
169	442	weak grip: bar (fall only)	2.0
169	442	weak grip: grid, forelimb	2.0
169	442	weak grip: hindlimb hang	2.0
178	400	abnormal activity level: excited	0
178	400	abnormal activity level: slow	0
178	400	abnormal gait	0
178	400	abnormal landing from drop	0
178	400	abnormal pelvic elevation: high	0
178	400	abnormal pelvic elevation: low	0
178	400	abnormal posture	0
178	400	abnormal tail elevation	0
178	400	ataxia	0
178	400	bladder	0
178	400	blank stare	0
178	400	circling	0
178	400	clasping  front and back legs	0
178	400	clasping back legs	0
178	400	clasping front legs	0
178	400	convulsions	0
178	400	dehydrated	0
178	400	delayed hot plate response >5sec	0
178	400	doesn't reach for bar	0
178	400	doesn't see bar	0
178	400	head tilt	0
178	400	head-bobbing	0
178	400	hunched	0
178	400	increased vocalization	0
178	400	kyphosis	0
178	400	lacks balance on edge of cage	0
178	400	lacks righting reflex	0
178	400	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
178	400	lethargic	0
178	400	moribund	0
178	400	neophobia (freezing)	0
178	400	no balance on bar	0
178	400	no bite reflex	0
178	400	no leg resistance	0
178	400	no reaction to toe pinch	0
178	400	paralysis	0
178	400	tail suspension: poor or no splay	0
178	400	weak grip: bar (fall only)	0
178	400	weak grip: grid, forelimb	0
178	400	weak grip: hindlimb hang	0
178	401	abnormal activity level: excited	0
178	401	abnormal activity level: slow	0
178	401	abnormal gait	0
178	401	abnormal landing from drop	0
178	401	abnormal pelvic elevation: high	0
178	401	abnormal pelvic elevation: low	0
178	401	abnormal posture	0
178	401	abnormal tail elevation	0
178	401	ataxia	0
178	401	bladder	1
178	401	blank stare	0
178	401	circling	0
178	401	clasping  front and back legs	0
178	401	clasping back legs	0
178	401	clasping front legs	0
178	401	convulsions	0
178	401	dehydrated	0
178	401	delayed hot plate response >5sec	0
178	401	doesn't reach for bar	0
178	401	doesn't see bar	0
178	401	head tilt	0
178	401	head-bobbing	0
178	401	hunched	0
178	401	increased vocalization	0
178	401	kyphosis	0
178	401	lacks balance on edge of cage	0
178	401	lacks righting reflex	0
178	401	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
178	401	lethargic	0
178	401	moribund	0
178	401	neophobia (freezing)	0
178	401	no balance on bar	0
178	401	no bite reflex	0
178	401	no leg resistance	1
178	401	no reaction to toe pinch	0
178	401	paralysis	0
178	401	tail suspension: poor or no splay	0
178	401	weak grip: bar (fall only)	2
178	401	weak grip: grid, forelimb	0
178	401	weak grip: hindlimb hang	0
178	402	abnormal activity level: excited	0
